	artist_name	track_name	id	danceability	energy	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo
179	Daniel Caesar	Get You (feat. Kali Uchis)	7zFXmv6vqI4qOt4yGf3jYZ	0.658	0.294	-8.533	0	0.0321	5.2e-05	0.0749	0.358	74.038
180	Tate McRae	chaotic	2bdqU7C4softKNcMYDFi96	0.412	0.382	-7.023	0	0.0497	0.0	0.0931	0.318	81.493
181	Summer Walker	No Love (with SZA)	08SB2OtZkaliju77WYEKxk	0.707	0.618	-5.825	0	0.19	0.0	0.293	0.517	133.876
182	Drake	One Dance	1zi7xx7UVEFkmKfv06H8x0	0.792	0.625	-5.609	1	0.0536	0.0018	0.329	0.37	103.967
183	Big Sean	Beware	6bxUnsSGZCmoHHU5auwtps	0.7	0.554	-5.909	1	0.187	1.36e-06	0.419	0.0633	97.127
184	WALK THE MOON	Shut Up and Dance	4kbj5MwxO1bq9wjT5g9HaA	0.578	0.866	-3.804	1	0.0619	0.0	0.257	0.619	128.038
185	Chase Atlantic	Swim	3M0lSi5WW79CXQamgSBIjx	0.666	0.542	-6.429	1	0.0392	0.0	0.0765	0.0771	120.134
186	Måneskin	Beggin'	3Wrjm47oTz2sjIgck11l5e	0.714	0.8	-4.808	0	0.0504	0.0	0.359	0.589	134.002
187	Ariana Grande	34+35	6Im9k8u9iIzKMrmV7BWtlF	0.83	0.585	-6.476	1	0.094	0.0	0.248	0.485	109.978
188	Kesha	Backstabber	4GRFzKI7jTZ3kbMfouc7bn	0.6	0.939	-1.794	1	0.19	6.18e-06	0.34	0.833	159.941
189	Hozier	Take Me to Church	1CS7Sd1u5tWkstBhpssyjP	0.566	0.664	-5.303	0	0.0464	0.0	0.116	0.437	128.945
190	IVE	LOVE DIVE	0Q5VnK2DYzRyfqQRJuUtvi	0.703	0.709	-4.169	0	0.0433	5.43e-05	0.333	0.538	117.941
191	Kesha	TiK ToK	0HPD5WQqrq7wPWR7P7Dw1i	0.755	0.837	-2.718	0	0.142	0.0	0.289	0.714	120.028
192	5 Seconds of Summer	She Looks So Perfect	1gugDOSMREb34Xo0c1PlxM	0.494	0.951	-4.237	1	0.132	0.0	0.327	0.441	160.025
193	Giveon	For Tonight	61Emqg95O9zo1GNOcyxq4Y	0.442	0.517	-7.807	1	0.0548	0.0	0.114	0.2	79.867
194	Chris Brown	No Guidance (feat. Drake)	6XHVuErjQ4XNm6nDPVCxVX	0.696	0.454	-6.756	0	0.153	0.0	0.155	0.136	92.928
195	Olivia Rodrigo	enough for you	2TOzTqQXNmR2zDJXihjZ2e	0.638	0.259	-10.706	1	0.0898	0.0	0.219	0.269	88.485
196	Conan Gray	Memories	7AYP21Q4qnxw2WxETEvSRb	0.34	0.684	-6.306	1	0.044	0.0	0.348	0.556	112.969
197	Cavetown	Devil Town	0vf2eBw2inhl8y61cYQMv2	0.576	0.759	-8.165	1	0.0599	0.0	0.121	0.501	99.969
198	BTS	Dynamite	5QDLhrAOJJdNAmCTJ8xMyW	0.746	0.765	-4.41	0	0.0993	0.0	0.0936	0.737	114.044
199	Ed Sheeran	Sing	3lRdGzZ3J7oo18bc2lzke0	0.818	0.67	-4.45	0	0.047	1.13e-06	0.0601	0.947	119.987
200	Justin Bieber	Fall - Live	65XYGq7w5fhn3LHe5ERwar	0.465	0.366	-6.821	1	0.0341	0.0	0.111	0.629	100.93
201	Justin Bieber	Anyone	14P6WmtDPmrqrIeCPHPw4b	0.686	0.538	-8.026	1	0.0345	3.13e-06	0.113	0.584	115.884
202	Justin Bieber	Yummy	6MmPsEtzMtyaA3IMIdOdfT	0.677	0.506	-6.652	0	0.0964	0.0	0.118	0.497	145.843
203	Justin Bieber	Hold On	44xw3PyAtTT7loZL8K9PSe	0.658	0.634	-5.797	0	0.0413	0.0	0.132	0.29	139.98
204	Justin Bieber	Sorry	2GDwua7y7s0xF835zRsq10	0.679	0.748	-3.624	0	0.0385	0.0	0.299	0.438	100.035
205	Justin Bieber	Holy - Acoustic	0TC60zy1j5RwUMnvp8lNsU	0.532	0.566	-6.511	1	0.0467	0.0	0.161	0.576	79.927
206	Lil Nas X	MONTERO (Call Me By Your Name)	1SC5rEoYDGUK4NfG82494W	0.593	0.503	-6.725	0	0.22	0.0	0.405	0.71	178.781
207	Justin Bieber	Baby	0FUK3r5EFrOsvaqNSEZt92	0.731	0.842	-5.358	0	0.113	0.0	0.0988	0.473	65.027
208	Justin Bieber	Holy	0GtIAcgEJnAp1EQ6irKUaj	0.673	0.704	-8.056	1	0.36	0.0	0.0898	0.372	86.919
209	Nicki Minaj	Do We Have A Problem?	1PNs0uGru3TcrA94kpyGnc	0.842	0.505	-8.627	0	0.402	0.000322	0.117	0.538	119.993
210	Drake	Laugh Now Cry Later (feat. Lil Durk)	2SAqBLGA283SUiwJ3xOUVI	0.761	0.518	-8.871	1	0.134	3.47e-05	0.107	0.522	133.976
211	Black Eyed Peas	I Gotta Feeling	2H1047e0oMSj10dgp7p2VG	0.744	0.766	-6.375	1	0.0265	0.0	0.509	0.61	127.966
212	Lil Wayne	Love Me	7tGlzXJv6GD5e5qlu5YmDg	0.674	0.608	-6.628	0	0.0334	0.0	0.103	0.464	124.952
213	Marshmello	Happier	2dpaYNEQHiRxtZbfNsse99	0.687	0.792	-2.749	1	0.0452	0.0	0.167	0.671	100.015
214	Bastille	Pompeii	3gbBpTdY8lnQwqxNCcf795	0.679	0.715	-6.383	1	0.0407	0.0	0.271	0.571	127.435
215	Passenger	Let Her Go	0JmiBCpWc1IAc0et7Xm7FL	0.479	0.545	-7.346	1	0.0688	0.0	0.0963	0.243	74.897
216	Britney Spears	Toxic	6I9VzXrHxO9rA9A5euc8Ak	0.774	0.838	-3.914	0	0.114	0.025	0.242	0.924	143.04
217	Khalid	Better	6zeeWid2sgw4lap2jV61PZ	0.596	0.552	-10.278	0	0.097	0.334	0.104	0.112	97.949
218	Ed Sheeran	Perfect	0tgVpDi06FyKpA1z0VMD4v	0.599	0.448	-6.312	1	0.0232	0.0	0.106	0.168	95.05
219	Pitbull	Timber (feat. Ke$ha)	3cHyrEgdyYRjgJKSOiOtcS	0.581	0.963	-4.087	1	0.0981	0.0	0.139	0.788	129.992
220	Lady Gaga	Poker Face	5R8dQOPq8haW94K7mgERlO	0.851	0.806	-4.62	1	0.0787	1.64e-06	0.121	0.787	118.999
221	My Chemical Romance	Teenagers	7j31rVgGX9Q2blT92VBEA0	0.463	0.857	-3.063	1	0.0632	0.0	0.184	0.856	111.647
222	fun.	We Are Young (feat. Janelle Monáe)	7a86XRg84qjasly9f6bPSD	0.378	0.638	-5.576	1	0.075	7.66e-05	0.0849	0.735	184.086
223	One Direction	What Makes You Beautiful	4cluDES4hQEUhmXj6TXkSo	0.726	0.787	-2.494	1	0.0737	0.0	0.0596	0.888	124.99
224	Zedd	The Middle	09IStsImFySgyp0pIQdqAc	0.753	0.657	-3.061	1	0.0449	0.0	0.112	0.437	107.01
225	Dua Lipa	Levitating	39LLxExYz6ewLAcYrzQQyP	0.695	0.884	-2.278	0	0.0753	0.0	0.213	0.914	103.014
226	Coldplay	My Universe	3FeVmId7tL5YN8B7R3imoM	0.588	0.701	-6.39	1	0.0402	0.0	0.2	0.443	104.988
227	Ed Sheeran	Overpass Graffiti	09UV07Af3xFDHWxPXGstzo	0.52	0.849	-3.794	0	0.186	0.0	0.119	0.774	175.908
228	Ed Sheeran	Don't - Don Diablo Remix	7M9CH0RdnqfHGK6kBkMeM2	0.681	0.949	-2.608	0	0.0358	0.107	0.272	0.36	125.971
229	Ed Sheeran	2step	6geHQXet8kzijQXJAv3Wcq	0.763	0.661	-5.592	0	0.056	0.0	0.117	0.632	95.002
230	Ed Sheeran	Candle In The Wind - 2018 Version	1NungxmnLozgp6JwqSKwFb	0.549	0.448	-10.478	1	0.0454	0.0	0.117	0.505	76.029
231	Ed Sheeran	The Joker and the Queen	6E4Skb3ytGzCqcdqv5xfUB	0.567	0.211	-9.975	1	0.0315	5.24e-05	0.275	0.289	134.019
232	Ed Sheeran	Happier - Tiësto’s AFTR:HRS Remix	7Lokbf0M9alBQNJstICBRL	0.684	0.823	-4.881	1	0.0296	7.27e-06	0.201	0.384	117.994
233	Rex Orange County	Television / So Far So Good	5OUTFH5acycdnf8OVo21Gv	0.405	0.505	-7.75	1	0.0458	0.0	0.121	0.318	164.971
234	Ed Sheeran	Thinking Out Loud	1LUclg18uAhqSPx6spLmTb	0.781	0.445	-6.061	1	0.0296	0.0	0.184	0.591	78.997
235	Ed Sheeran	The A Team	3uNpQQaI9j3ol7IbybdIcN	0.642	0.289	-9.918	1	0.0366	0.0	0.18	0.408	84.996
236	Ed Sheeran	Castle On the Hill - Throttle Remix	7vFlhWZ3DP6PV13IE264dA	0.586	0.86	-4.023	1	0.0539	0.0	0.372	0.203	138.03
237	Ed Sheeran	Castle On the Hill	53ueyWYcgXu8kMpejfq8q5	0.461	0.834	-4.868	1	0.0991	1.16e-05	0.14	0.469	135.007
238	Ed Sheeran	Photograph	4848TVqpmgFkCFk1Acyc3G	0.718	0.379	-10.48	1	0.0359	0.000472	0.0986	0.22	108.033
239	John Legend	All of Me	3U4isOIWM3VvDubwSI3y7a	0.422	0.264	-7.064	1	0.0322	0.0	0.132	0.331	119.93
240	Ed Sheeran	Don't	5TTdxEAGKil4UiPBpCIy48	0.807	0.608	-7.008	1	0.0659	0.0	0.635	0.849	95.047
241	Adele	Rolling in the Deep	1c8gk2PeTE04A1pIDH9YMk	0.73	0.769	-5.114	1	0.0298	0.0	0.0473	0.507	104.948
242	Mark Ronson	Uptown Funk (feat. Bruno Mars)	32OlwWuMpZ6b0aN2RZOeMS	0.856	0.609	-7.223	1	0.0824	8.15e-05	0.0344	0.928	114.988
243	Justin Bieber	Love Yourself	50kpGaPAhYJ3sGmk6vplg0	0.609	0.378	-9.828	1	0.438	0.0	0.28	0.515	100.418
244	Doja Cat	Say So	3Dv1eDb0MEgF93GpLXlucZ	0.787	0.673	-4.583	0	0.159	3.35e-06	0.0904	0.779	110.962
245	The Weeknd	Sacrifice	1nH2PkJL1XoUq8oE6tBZoU	0.735	0.795	-6.523	0	0.113	3.18e-05	0.0678	0.905	122.0
246	Gwen Stefani	The Sweet Escape	66ZcOcouenzZEnzTJvoFmH	0.756	0.77	-3.502	1	0.0343	0.0	0.178	0.73	119.961
247	blink-182	All The Small Things	2m1hi0nfMR9vdGC8UcrnwU	0.434	0.897	-4.918	1	0.0488	0.0	0.612	0.684	148.726
248	Rae Sremmurd	This Could Be Us	4jTiyLlOJVJj3mCr7yfPQD	0.732	0.69	-4.992	0	0.134	0.0	0.116	0.758	143.072
249	Drake	Girls Want Girls (with Lil Baby)	37Nqx7iavZpotJSDXZWbJ3	0.767	0.438	-8.726	0	0.29	0.0	0.142	0.381	86.975
250	Rex Orange County	Best Friend	47Bg6IrMed1GPbxRgwH2aC	0.575	0.714	-5.247	1	0.0596	0.0	0.115	0.32	144.982
251	Taylor Swift	Paper Rings	4y5bvROuBDPr5fuwXbIBZR	0.811	0.719	-6.553	1	0.0497	1.36e-05	0.0742	0.865	103.979
252	Conan Gray	People Watching	4JeOesjcWWlprTAvucDSJX	0.53	0.593	-7.286	1	0.0545	0.0	0.314	0.538	125.723
253	The Goo Goo Dolls	Iris	6Qyc6fS4DsZjB2mRW9DsQs	0.315	0.715	-8.072	0	0.0362	7.97e-06	0.0942	0.497	155.925
254	Ricky Montgomery	Line Without a Hook	5NvOZCjZaGGGL597exlQWv	0.432	0.652	-4.969	1	0.0285	0.0	0.258	0.507	190.028
255	Whitney Houston	I Wanna Dance with Somebody (Who Loves Me)	2tUBqZG2AbRi7Q0BIrVrEj	0.709	0.824	-8.824	1	0.0453	0.000307	0.0888	0.867	118.818
256	Bryson Tiller	Exchange	43PuMrRfbyyuz4QpZ3oAwN	0.525	0.433	-10.598	1	0.185	0.0	0.135	0.276	160.108
257	Jason Mraz	I'm Yours	1EzrEOXmMH3G43AXT1y7pA	0.703	0.444	-9.331	1	0.0417	0.0	0.0973	0.712	150.96
258	Labrinth	All For Us - from the HBO Original Series Euphoria	10hMM5nsZQf66ldBlgWBfG	0.348	0.652	-7.145	1	0.0931	0.000264	0.33	0.172	70.956
259	Don Toliver	No Idea	7AzlLxHn24DxjgQX73F9fU	0.652	0.631	-5.718	0	0.0893	0.000579	0.165	0.35	127.998
260	Aventura	Volví	2vmfvSoZBFAt9hhRoEByLi	0.725	0.86	-3.726	1	0.182	0.000284	0.0674	0.791	175.896
261	Macklemore & Ryan Lewis	Can't Hold Us (feat. Ray Dalton)	3bidbhpOYeV4knp8AIu8Xn	0.641	0.922	-4.457	1	0.0786	0.0	0.0862	0.847	146.078
262	Train	Drops of Jupiter (Tell Me)	2hKdd3qO7cWr2Jo0Bcs0MA	0.481	0.638	-5.862	1	0.0276	0.0	0.154	0.497	79.064
263	Dayglow	Can I Call You Tonight?	64lsIF5pw0sJY0gV5kz0RN	0.641	0.842	-7.27	1	0.0292	0.91	0.419	0.5	129.98
264	SZA	Broken Clocks	2fXwCWkh6YG5zU1IyvQrbs	0.692	0.684	-7.364	1	0.155	0.0	0.156	0.406	112.912
265	Nicki Minaj	Starships	1oHNvJVbFkexQc0BpQp7Y4	0.747	0.716	-2.457	0	0.075	0.0	0.251	0.751	125.008
266	Lauv	I Like Me Better	2P91MQbaiQOfbiz9VqhqKQ	0.752	0.505	-7.621	1	0.253	2.55e-06	0.104	0.419	91.97
267	Shawn Mendes	There's Nothing Holdin' Me Back	7JJmb5XwzOO8jgpou264Ml	0.866	0.813	-4.063	0	0.0554	0.0	0.0779	0.969	121.998
268	Muni Long	Hrs & Hrs	3M5azWqeZbfoVkGXygatlb	0.523	0.521	-4.746	1	0.159	0.0	0.107	0.661	133.953
269	Don Toliver	After Party	527k23H0A4Q0UJN3vGs0Da	0.629	0.692	-8.045	1	0.0376	0.331	0.603	0.453	162.948
270	SZA	Love Galore (feat. Travis Scott)	0q75NwOoFiARAVp4EXU4Bs	0.795	0.594	-6.2	1	0.0748	0.0	0.162	0.409	135.002
271	Timbaland	The Way I Are	2bLqfJjuC5syrsgDsZfGmn	0.731	0.807	-6.492	0	0.1	0.751	0.319	0.765	114.759
272	The Weeknd	Is There Someone Else?	0mL82sxCRjrs3br407IdJh	0.702	0.586	-7.83	0	0.0313	7.27e-05	0.156	0.608	134.951
273	Foster The People	Pumped Up Kicks	7w87IxuO7BDcJ3YUqCyMTT	0.733	0.71	-5.849	0	0.0292	0.115	0.0956	0.965	127.975
274	Doja Cat	Tia Tamera (feat. Rico Nasty)	1uNePI826aqh9uC9pgbeHU	0.822	0.654	-4.623	1	0.132	0.0	0.233	0.421	119.884
275	Pitbull	Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)	4QNpBfC0zvjKqPJcyqBy9W	0.671	0.939	-3.206	1	0.161	0.0	0.298	0.53	129.024
276	The Lumineers	Ho Hey	0W4Kpfp1w2xkY3PrV714B7	0.685	0.466	-9.074	1	0.0304	2.06e-06	0.0915	0.353	79.936
277	Corey Kent	Wild as Her	7FEu6U2jXAs2URjx93AyTm	0.497	0.726	-6.018	1	0.0363	0.0	0.103	0.418	147.91
278	Steve Lacy	C U Girl	6FBzhcfgGacfXF3AmtfEaX	0.414	0.473	-8.911	0	0.116	0.0523	0.128	0.409	100.0
279	Nelly Furtado	Maneater	4wH4dJgrsxONID6KS2tDQM	0.796	0.777	-4.81	1	0.0397	0.000358	0.121	0.787	132.722
280	Labrinth	Still Don't Know My Name	6N22FZs2ZhPBYi3b9XPajV	0.316	0.63	-5.963	1	0.117	0.262	0.205	0.313	89.643
281	Lady Gaga	Bad Romance	0SiywuOBRcynK0uKGWdCnn	0.696	0.921	-3.755	1	0.0363	5.24e-05	0.0842	0.714	119.001
282	Gucci Mane	Rumors (feat. Lil Durk)	0P2P1AxcRYhiZvoF5MyRmM	0.688	0.842	-4.211	1	0.264	0.0	0.241	0.416	159.897
283	Demi Lovato	Cool for the Summer	3uwnnTQcHM1rDqSfA4gQNz	0.583	0.61	-5.639	0	0.0382	0.000105	0.14	0.336	114.06
284	Frank Ocean	Pink + White	3xKsf9qdS1CyvXSMEid6g8	0.544	0.552	-7.45	1	0.0991	4.57e-05	0.415	0.554	159.738
285	T-Pain	Buy U a Drank (Shawty Snappin') (feat. Yung Joc)	1tkMs9wDPknQ3ZHcKDw1ES	0.693	0.549	-8.141	1	0.119	0.0	0.0677	0.605	80.028
286	BIA	LONDON (feat. J. Cole)	5vhrsx08dHh2QcVh1Rsiwt	0.644	0.671	-5.156	0	0.315	0.0	0.0855	0.563	132.001
287	Rex Orange County	Sunflower	4EpZ4eYuZOwPSSwyqpdHnJ	0.384	0.765	-4.463	1	0.0579	0.00352	0.522	0.567	129.903
288	Khalid	Skyline	1QxIFMs4M8qd5cbJJu80v4	0.733	0.653	-6.094	1	0.0391	0.0218	0.184	0.752	119.996
289	Cigarettes After Sex	Sunsetz	69UqtTHfUKAJweQwEStRzC	0.412	0.477	-9.381	0	0.029	0.798	0.0975	0.141	75.302
290	Coldplay	Viva La Vida	1mea3bSkSGXuIRvnydlB5b	0.486	0.617	-7.115	0	0.0287	3.23e-06	0.109	0.417	138.015
291	Lewis Capaldi	Before You Go	2gMXnyrvIjhVBUZwvLZDMP	0.459	0.575	-4.858	1	0.0573	0.0	0.0885	0.183	111.881
292	Michael Jackson	Billie Jean	5ChkMS8OtdzJeqyybCc9R5	0.92	0.654	-3.051	0	0.0401	0.0158	0.0359	0.847	117.046
293	Strawberry Guy	Mrs Magic	0TZejo18HlJ86OrWNsXKnw	0.471	0.634	-7.406	1	0.031	0.365	0.374	0.366	132.542
294	Taylor Swift	Cruel Summer	1BxfuPKGuaTgP7aM0Bbdwr	0.552	0.702	-5.707	1	0.157	2.06e-05	0.105	0.564	169.994
295	Surfaces	Sunday Best	1Cv1YLb4q0RzL6pybtaMLo	0.878	0.525	-6.832	1	0.0578	0.0	0.0714	0.694	112.022
296	Lady Gaga	Just Dance	2x7MyWybabEz6Y6wvHuwGE	0.822	0.739	-4.541	0	0.0311	4.26e-05	0.181	0.745	118.992
297	The Weeknd	Call Out My Name	09mEdoA6zrmBPgTEN5qXmN	0.461	0.593	-4.954	1	0.0356	0.0	0.307	0.175	134.17
298	Ariana Grande	thank u, next	3e9HZxeyfWwjeyPAMmWSSQ	0.717	0.653	-5.634	1	0.0658	0.0	0.101	0.412	106.966
299	Marshmello	Silence	7vGuf3Y35N4wmASOKLUVVU	0.52	0.761	-3.093	1	0.0853	4.96e-06	0.17	0.286	141.971
300	Milky Chance	Stolen Dance	6vECYJHxYmm3Ydt3fF01pE	0.885	0.581	-8.813	1	0.0378	0.000204	0.0759	0.728	114.016
301	Rex Orange County	Pluto Projector	4EWBhKf1fOFnyMtUzACXEc	0.379	0.219	-11.196	1	0.0307	0.000691	0.118	0.188	79.786
302	Eyedress	Something About You	6RiiSy9GzSwiyDEJDiMuKe	0.648	0.781	-8.736	0	0.0271	0.013	0.305	0.822	133.417
303	Pharrell Williams	Just a Cloud Away	4UPQiDmYScn2C6S2C2WATY	0.888	0.459	-8.154	1	0.0357	0.0	0.11	0.704	112.56
304	One Direction	Night Changes	5O2P9iiztwhomNh8xkR9lJ	0.672	0.52	-7.747	1	0.0353	0.0	0.115	0.37	120.001
305	Taylor Swift	Enchanted	10eBRyImhfqVvkiVEGf0N0	0.455	0.623	-3.878	1	0.0288	0.000424	0.146	0.208	163.893
306	Frank Ocean	Nights	7eqoqGkKwgOaWNNHx90uEZ	0.466	0.548	-9.362	0	0.118	1.01e-06	0.113	0.423	89.815
307	Sean Kingston	Beautiful Girls	1hGy2eLcmC8eKx7qr1tOqx	0.762	0.661	-6.075	0	0.0687	0.0	0.256	0.769	130.009
308	Calvin Harris	Summer	6YUTL4dYpB9xZO5qExPf05	0.596	0.856	-3.556	0	0.0346	0.0178	0.141	0.743	127.949
309	Jonas Brothers	Sucker	22vgEDb5hykfaTwLuskFGD	0.842	0.734	-5.065	0	0.0588	0.0	0.106	0.952	137.958
310	Fitz and The Tantrums	Out of My League	2AYEOC02WLhUiOoaig2SEH	0.545	0.968	-3.553	0	0.0853	0.00325	0.331	0.527	169.965
311	Maroon 5	Memories	4cktbXiXOapiLBMprHFErI	0.775	0.327	-7.241	1	0.0557	0.0	0.0821	0.595	91.05
312	Frank Ocean	Ivy	2ZWlPOoWh0626oTaHrnl2a	0.567	0.388	-9.579	0	0.0384	0.000309	0.248	0.452	116.362
313	Ed Sheeran	Shape of You	7qiZfU4dY1lWllzX7mPBI3	0.825	0.652	-3.183	0	0.0802	0.0	0.0931	0.931	95.977
314	5 Seconds of Summer	Youngblood	2iUXsYOEPhVqEBwsqP70rE	0.596	0.854	-5.114	0	0.463	0.0	0.124	0.152	120.274
315	The Chainsmokers	Something Just Like This	6RUKPb4LETWmmr3iAEQktW	0.617	0.635	-6.769	0	0.0317	1.44e-05	0.164	0.446	103.019
316	Cardi B	I Like It	58q2HKrzhC3ozto2nDdN4z	0.816	0.726	-3.998	0	0.129	0.0	0.372	0.65	136.048
317	Frank Ocean	Chanel	6Nle9hKrkL1wQpwNfEkxjh	0.776	0.503	-5.732	0	0.237	0.0	0.112	0.473	110.134
318	American Authors	Best Day Of My Life	5Hroj5K7vLpIG4FNCRIjbP	0.673	0.902	-2.392	1	0.0346	0.000262	0.0558	0.538	100.012
319	MARINA	Bubblegum Bitch	6IbnUaczZBT34DhaD6S18F	0.495	0.856	-5.123	0	0.0311	0.0	0.103	0.609	158.024
320	3 Doors Down	Kryptonite	6ZOBP3NvffbU4SZcrnt1k6	0.545	0.865	-5.708	0	0.0286	1.1e-05	0.168	0.543	99.009
321	Meek Mill	Going Bad (feat. Drake)	2IRZnDFmlqMuOrYOLnZZyc	0.889	0.496	-6.365	0	0.0905	0.0	0.252	0.544	86.003
322	Big Sean	I Know	6rje9f1wRFJDO2iTORw0lH	0.733	0.334	-11.314	1	0.0811	0.0	0.116	0.267	119.935
323	Billie Eilish	when the party's over	43zdsphuZLzwA9k4DJhU0I	0.367	0.111	-14.084	1	0.0972	3.97e-05	0.0897	0.198	82.642
324	Plain White T's	Hey There Delilah	4RCWB3V8V0dignt99LZ8vH	0.656	0.291	-10.572	1	0.0293	0.0	0.114	0.298	103.971
325	Dominic Fike	3 Nights	1tNJrcVe6gwLEiZCtprs1u	0.815	0.518	-6.594	0	0.0897	0.0	0.104	0.877	151.891
326	Nicki Minaj	Only	4MRT0dDbhqFKl67WzhUbSw	0.573	0.495	-7.245	0	0.592	0.0	0.0969	0.255	179.196
327	The Fray	How to Save a Life	5fVZC9GiM4e8vu99W0Xf6J	0.64	0.743	-4.08	1	0.0379	0.0	0.101	0.361	122.035
328	Drake	Champagne Poetry	2HSmyk2qMN8WQjuGhaQgCk	0.423	0.667	-7.012	0	0.326	0.0	0.246	0.496	86.743
329	Ed Sheeran	2step (feat. Lil Baby)	2UN0lp72LAusrXi8LLVomt	0.693	0.643	-5.867	0	0.0828	0.0	0.108	0.477	95.055
330	Owl City	Fireflies	3DamFFqW32WihKkTVlwTYQ	0.512	0.662	-6.797	1	0.0439	0.0	0.118	0.472	180.114
331	Ritt Momney	Put Your Records On	6AGOKlMZWLCaEJGnaROtF9	0.399	0.491	-10.778	0	0.0538	0.00089	0.11	0.151	91.066
332	Stray Kids	MANIAC	63irPUP3xB74fHdw1Aw9zR	0.581	0.8	-2.613	1	0.411	0.0	0.0697	0.709	119.872
333	TLC	No Scrubs	1KGi9sZVMeszgZOWivFpxs	0.743	0.675	-4.267	0	0.0953	0.000717	0.0685	0.59	92.909
334	Billie Eilish	everything i wanted	3ZCTVFBt2Brf31RLEnCkWJ	0.704	0.225	-14.454	0	0.0994	0.657	0.106	0.243	120.006
335	Big Sean	I Don't Fuck With You	7FYH5AW3bVfZHJIQpq3UOA	0.824	0.733	-5.474	1	0.0613	0.0	0.325	0.395	97.972
336	Sam Smith	Too Good At Goodbyes	3VlbOrM6nYPprVvzBZllE5	0.681	0.372	-8.237	1	0.0432	0.0	0.169	0.476	91.873
337	Maroon 5	Sugar	2iuZJX9X9P0GKaE93xcPjk	0.748	0.788	-7.055	1	0.0334	0.0	0.0863	0.884	120.076
338	Christina Perri	A Thousand Years	6lanRgr6wXibZr8KgzXxBl	0.421	0.407	-7.445	1	0.0267	0.000961	0.11	0.161	139.028
339	Katy Perry	Last Friday Night (T.G.I.F.)	3avYqdwHKEq8beXbeWCKqJ	0.652	0.812	-3.797	0	0.0409	3.01e-05	0.667	0.72	126.023
340	Billie Eilish	i love you	6CcJMwBtXByIz4zQLzFkKc	0.421	0.131	-18.435	1	0.0382	0.00453	0.109	0.12	137.446
341	Liana Flores	rises the moon	51Grh1RyUDcMBbpuyUIUHI	0.483	0.129	-20.149	0	0.0349	0.145	0.106	0.203	137.35
342	NF	Let You Down	52okn5MNA47tk87PeZJLEL	0.662	0.714	-5.68	0	0.121	0.0	0.179	0.464	147.997
343	AURORA	Runaway	0TCmhnbMpw5zwPsTvlXTJi	0.521	0.277	-10.34	1	0.0356	7.07e-05	0.103	0.13	115.01
344	Ariana Grande	Stuck with U (with Justin Bieber)	4HBZA5flZLE435QTztThqH	0.597	0.45	-6.658	1	0.0418	0.0	0.382	0.537	178.765
345	Drake	Best I Ever Had	3QLjDkgLh9AOEHlhQtDuhs	0.395	0.922	-2.176	1	0.375	0.0	0.134	0.558	162.361
346	Sam Smith	Stay With Me	5Nm9ERjJZ5oyfXZTECKmRt	0.418	0.42	-6.444	1	0.0414	6.39e-05	0.11	0.184	84.094
347	Bruno Mars	Marry You	22PMfvdz35fFKYnJyMn077	0.621	0.82	-4.865	1	0.0367	0.0	0.104	0.452	144.905
348	Rihanna	Loveeeeeee Song	3DZQ6mzUkAdHqZWzqxBKIK	0.71	0.598	-7.598	0	0.0319	0.0	0.0971	0.501	119.981
349	Bruno Mars	24K Magic	6b8Be6ljOzmkOmFslEb23P	0.818	0.803	-4.282	1	0.0797	0.0	0.153	0.632	106.97
350	Adele	When We Were Young	7GgWAITsYJaRM3r50rfh5w	0.376	0.595	-5.936	1	0.0496	0.0	0.095	0.265	144.361
351	Mike Posner	Cooler Than Me - Single Mix	2V4bv1fNWfTcyRJKmej6Sj	0.768	0.82	-4.63	0	0.0474	0.0	0.689	0.625	129.965
352	Kesha	Die Young	7EQGXaVSyEDsCWKmUcfpLk	0.711	0.7	-4.805	0	0.046	0.000125	0.215	0.801	128.001
353	Chris Brown	Go Crazy	1IIKrJVP1C9N7iPtG6eOsK	0.755	0.578	-8.932	0	0.145	0.0	0.25	0.581	94.148
354	The Red Jumpsuit Apparatus	Face Down	4wzjNqjKAKDU82e8uMhzmr	0.545	0.932	-2.189	0	0.0399	0.0	0.127	0.464	92.956
355	Calvin Harris	Feel So Close - Radio Edit	1gihuPhrLraKYrJMAEONyc	0.707	0.924	-2.842	1	0.031	0.00703	0.204	0.919	127.937
356	Amaarae	SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)	09gysnJpfQ3ublBmJDfcEC	0.87	0.523	-8.052	0	0.0602	2.07e-05	0.113	0.319	110.02
357	Drake	Teenage Fever	6n3HGiq4v35D6eFOSwqYuo	0.766	0.283	-10.33	0	0.0846	0.0172	0.115	0.144	97.04
358	Outkast	Ms. Jackson	0I3q5fE6wg7LIfHGngUTnV	0.843	0.806	-5.946	0	0.269	0.0	0.0771	0.613	94.948
359	Harry Styles	Kiwi	33SNO8AaciGbNaQFkxvPrW	0.375	0.93	-2.631	1	0.0561	0.0	0.318	0.491	147.124
360	Sadie Jean	WYD Now?	3ZBeHiRJUj1vdiU8zzGPgb	0.378	0.334	-10.993	1	0.304	0.0	0.115	0.496	181.296
